,age,breeds,description,media,name,pet_id,sex,size,status
1078,Young,"American Staffordshire Terrier, Boxer",,"['http://photos.petfinder.com/photos/pets/43529512/1/?bust=1544700766', 'http://photos.petfinder.com/photos/pets/43529512/2/?bust=1544700769', 'http://photos.petfinder.com/photos/pets/43529512/3/?bust=1544700787']",Tyler,43529512,M,L,A
1079,Senior,Spaniel,"Put your hand on my paw, I will never let you go Put your trust in me, I will never, never leave you Put your heart in my heart I will forever give you love Put my paw in your hand I will always keep you from harm All I ask for is love","['http://photos.petfinder.com/photos/pets/43497823/1/?bust=1544381577', 'http://photos.petfinder.com/photos/pets/43497823/2/?bust=1544381601', 'http://photos.petfinder.com/photos/pets/43497823/3/?bust=1544381612']",Sparky,43497823,M,S,A
1080,Baby,Labrador Retriever,"If you love labs, you are going to fall for Dusty!  This striking 11 month old 58 lb yellow lab mix adores everyone he meets (human and dog) and he will melt your heart with his beautiful amber eyes.  Dusty is a happy-go-lucky guy who is full of energy and loves to play; he still is a puppy after all!  He is very outgoing- always happy and excited to meet new people. 

He is great in his crate (sleeps through the night) and is housetrained.  Dusty is affectionate, smart and definitely trainable- he is extremely eager to please and will do anything for food!  Dusty is making progress learning boundaries, but is a very bouncy boy so would do best in a home with children over 10. This sweetheart is looking forward to finding his forever home where he can share all the love his big lab heart has to give!


Thank you so much for your interest in adopting a dog from A New Chance Animal Rescue (www.anewchancear.org). We are a 501c3, tax deductible, organization. We are an all volunteer group, so after submitting your application, if you don't hear back from us within a few days, please e-mail us at adoption@anewchancear.org. Be sure to read about the adoption process (http://anewchancear.org/adopt/adoption-process/) on our website, so you'll know what to expect and fill out all fields on the adoption application (http://anewchancear.org/adopt/adoption-application/) or we won't be able to process it. We are a foster-based rescue and do NOT have a shelter or boarding facility. AN APPLICATION MUST BE COMPLETED IN FULL AND APPROVED BEFORE A DOG CAN BE MET. Please do not contact us requesting a meeting with a dog because we are an all-volunteer organization, and these requests tie up our volunteers who could instead be checking applications. 

As you can imagine, we are only able to save as many dogs as we have foster homes (http://anewchancear.org/foster/faqs/) and resources for. We do not have a shelter facility and we provide medical care including vaccinations, testing, deworming, spaying/neutering, and microchipping before transporting our dogs. Then, we provide whatever follow up care is necessary while they are in foster care. All of this is very expensive and the number of lives we can save is entirely dependent upon donations from people like you. We do not receive funding from private foundations or government sources, so if you can find room in your heart to help us, with any amount, we are truly grateful (http://anewchancear.org/help/donate/). We are a 501c3 organization, so all donations are tax-deductible. It is only through your kindness and that of supporters like you that we are ""changing lives...one tail at a time"" by providing our dogs with ""A New Chance."" (www.anewchancear.org)

Thanks so much.","['http://photos.petfinder.com/photos/pets/42868214/1/?bust=1538738343', 'http://photos.petfinder.com/photos/pets/42868214/2/?bust=1538087279', 'http://photos.petfinder.com/photos/pets/42868214/3/?bust=1538738343', 'http://photos.petfinder.com/photos/pets/42868214/4/?bust=1538738344', 'http://photos.petfinder.com/photos/pets/42868214/5/?bust=1538738344', 'http://photos.petfinder.com/photos/pets/42868214/6/?bust=1538738345']",Dusty,42868214,M,M,A
1081,Adult,Akita,"Brolly has come into our rescue after being left at a rural North Carolina shelter by his owner. His owner never so much as gave a reason as to why he left his best friend at the pound. Since Brolly has been with us, we have gotten to know him and have found he is a playful and energetic guy, who at first takes a little time to warm up. Once he does he is affectionate and polite. Brolly would love to have a big fenced in yard so he can run and play, and boy, does he love play time! He rides well in the car and enjoys long hikes, and will need to go to a breed experienced home as an only pet. This is a happy boy who is looking for an active home to give him that second chance that he so deserves.

Are you interested in Brolly Bear? Please go to www.bigeastakitarescue.org and put in a adoption application online for this handsome boy!
","['http://photos.petfinder.com/photos/pets/34488861/1/?bust=1542667968', 'http://photos.petfinder.com/photos/pets/34488861/2/?bust=1466519650', 'http://photos.petfinder.com/photos/pets/34488861/3/?bust=1466519651', 'http://photos.petfinder.com/photos/pets/34488861/4/?bust=1542667969']",Brolly Bear,34488861,M,L,A
1082,Baby,"Chihuahua, Rat Terrier","You can fill out an adoption application online on our official website.Hello all, Betty Lou here and I am looking for my forever home!! I am one of three and don't tell my sister, but I am the cutest girl! We are approximately around 8-9 weeks old and have been vetted for our age. We are working on crate training, and we love to have fun. We are your normal happy fun loving puppies who would love a forever home for Christmas. Please go to www.allmuttsmatter.org to apply for me Betty Lou!!","['http://photos.petfinder.com/photos/pets/43563579/1/?bust=1545041542', 'http://photos.petfinder.com/photos/pets/43563579/2/?bust=1545041543', 'http://photos.petfinder.com/photos/pets/43563579/3/?bust=1545041544']",Betty Lou,43563579,F,S,A
1083,Adult,Labrador Retriever,"Sunshine is a darling, six year old lab. She gets along well with other dogs and is just a pleasure to be around!
This pet is currently in a foster home, not at the shelter. If you are interested in adopting this pet please complete an adoption questionnaire. Once your questionnaire is processed, the foster home will be in touch with you to discuss the personality of this pet as well as setting up a chance to meet with the pet in person.For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org/adopt","['http://photos.petfinder.com/photos/pets/43285137/1/?bust=1545810050', 'http://photos.petfinder.com/photos/pets/43285137/2/?bust=1545810119', 'http://photos.petfinder.com/photos/pets/43285137/3/?bust=1545810174']",Sunshine,43285137,F,M,A
1084,Adult,"Labrador Retriever, Beagle","This 6 year old, 35lb, Lab/Beagle sweetheart is Squeaker. Her life turned upside down recently after her prior owners did not want her anymore and dropped her off at the local kill shelter, where she was very scared and confused. Squeaker was moved into foster so she could heal her broken heart after being abandoned. In her foster home, Squeaker was quickly accepted by the 4 other resident dogs. She eats, sleeps and walks the fenced yard with them in harmony, like she has always belonged. The quick acceptance is most likely credited to her gentle and low key personality. Squeaker is calm in the house, has not had one accident inside, has not shown any interest in chewing household items, and is a nice leash walker. She goes in her crate with the help of a good treat or bone and waits patiently for your return.
While Squeaker gets along with all of the other dogs, her preferred, favorite spot is always beside her person. She is a very loyal and loving girl, who will no doubt be a wonderful companion!
Squeaker may not have had the best life in her previous home. She has a torn ear, which has completely healed now, and quick movements make her a little nervous; we feel homes without young children would be more suitable. Despite her past, this little lady is ready to start the next chapter and find out how good the second half of her life can be!


Thank you so much for your interest in adopting a dog from A New Chance Animal Rescue (www.anewchancear.org). We are a 501c3, tax deductible, organization. We are an all volunteer group, so after submitting your application, if you don't hear back from us within a few days, please e-mail us at adoption@anewchancear.org. Be sure to read about the adoption process (http://anewchancear.org/adopt/adoption-process/) on our website, so you'll know what to expect and fill out all fields on the adoption application (http://anewchancear.org/adopt/adoption-application/) or we won't be able to process it. We are a foster-based rescue and do NOT have a shelter or boarding facility. AN APPLICATION MUST BE COMPLETED IN FULL AND APPROVED BEFORE A DOG CAN BE MET. Please do not contact us requesting a meeting with a dog because we are an all-volunteer organization, and these requests tie up our volunteers who could instead be checking applications. 

As you can imagine, we are only able to save as many dogs as we have foster homes (http://anewchancear.org/foster/faqs/) and resources for. We do not have a shelter facility and we provide medical care including vaccinations, testing, deworming, spaying/neutering, and microchipping before transporting our dogs. Then, we provide whatever follow up care is necessary while they are in foster care. All of this is very expensive and the number of lives we can save is entirely dependent upon donations from people like you. We do not receive funding from private foundations or government sources, so if you can find room in your heart to help us, with any amount, we are truly grateful (http://anewchancear.org/help/donate/). We are a 501c3 organization, so all donations are tax-deductible. It is only through your kindness and that of supporters like you that we are ""changing lives...one tail at a time"" by providing our dogs with ""A New Chance."" (www.anewchancear.org)

Thanks so much.","['http://photos.petfinder.com/photos/pets/43214583/1/?bust=1541459957', 'http://photos.petfinder.com/photos/pets/43214583/2/?bust=1541459960', 'http://photos.petfinder.com/photos/pets/43214583/3/?bust=1541459965', 'http://photos.petfinder.com/photos/pets/43214583/5/?bust=1541459970', 'http://photos.petfinder.com/photos/pets/43214583/6/?bust=1541459979']",Squeaker,43214583,F,M,A
1085,Adult,Pit Bull Terrier,"Strong, active, affectionate female looking for the same qualities in a 
life partner.  Loves running, playing, tennis balls and jolly balls,  
While Kit Kat isn't very particular about her toys, she knows exactly 
what she's looking for in love.  A partner with active lifestyle, who 
will return her love and loyalty would be a perfect match for her! If you have any questions about KitKat, please-mail adoptions@petsalive.org

***To fill out an adoption application for this dog, please go to the following website: http://www.petsalive.com/adoptadog.html . We'll review your application and get back to you as soon as possible! ***


Please be patient with us as we take every application seriously and will review yours to make sure you are a good match with the dog you are choosing (although we usually will reply within 24-48 hours!) Please read our adoption page for more information in regards to this.

***If you have a YAHOO email address*** please check your spam folder if you have not received a response after a few days, as we usually respond to EVERY application within 24 hours and Yahoo sometimes blocks our responses!","['http://photos.petfinder.com/photos/pets/33890616/1/?bust=1528681682', 'http://photos.petfinder.com/photos/pets/33890616/2/?bust=1528681682', 'http://photos.petfinder.com/photos/pets/33890616/3/?bust=1507052725', 'http://photos.petfinder.com/photos/pets/33890616/4/?bust=1514224806']",Kit Kat,33890616,F,L,A
1086,Adult,Pit Bull Terrier,"Hi, my name is Buddy True Blue. I'm 4 years young and I'm told that I'm a very handsome guy. Those who know me and love me say that I'm terrific in every way! Not only do I have my rugged good looks and manly physique going for me but underneath it all, I'm just a silly and loving boy at heart! My ultimate plan is to make some special superhero (or superheros) a trusty sidekick. I've been working SO hard with my trainer and my handler to refine my manners, both can tell you that I have become quite a gentleman! I'm doing so great at following directions that recently, I was even invited to a friendâs house for an afternoon! They said I was a âperfect yard guestâ and I was proud to hear that. It was soooo nice there, I even got some duck treatsâ¦yum! You really should come meet me and see all the commands that I know now. My foster parents constantly hug me and tell me what a smart boy I am. I really like people, I find them so exciting! Oh, and did I mention that I could also make an excellent running partner for any of you runners out there?!


This dog is currently in a foster home. If you're interested in adopting please email us at volaux@yahoo.com for an adoption application. All dogs are UTD on shots and spayed/neutered prior to adoption. 

LIKE US ON FACEBOOK! www.facebook.com/volunteerauxiliary

","['http://photos.petfinder.com/photos/pets/39199848/1/?bust=1519647698', 'http://photos.petfinder.com/photos/pets/39199848/2/?bust=1519647701', 'http://photos.petfinder.com/photos/pets/39199848/3/?bust=1525303916', 'http://photos.petfinder.com/photos/pets/39199848/4/?bust=1534985743', 'http://photos.petfinder.com/photos/pets/39199848/5/?bust=1525303917', 'http://photos.petfinder.com/photos/pets/39199848/6/?bust=1533840430']",Buddy True Blue,39199848,M,L,A
1087,Adult,Mixed Breed,,"['http://photos.petfinder.com/photos/pets/43635284/1/?bust=1545945624', 'http://photos.petfinder.com/photos/pets/43635284/2/?bust=1545945626', 'http://photos.petfinder.com/photos/pets/43635284/3/?bust=1545945626']",Waylen,43635284,M,L,A
1088,Adult,"Pit Bull Terrier, Staffordshire Bull Terrier","Introducing Samantha! She came into a local shelter with her companion- Miranda.  Samantha is approximately 5-6 years young and is extremely affectionate. She loves dogs big and small, has been cat tested and has no interest- is very easy going about food, toys, and LOVE people! Fill out an application to meet this girl today.","['http://photos.petfinder.com/photos/pets/43185122/1/?bust=1541183889', 'http://photos.petfinder.com/photos/pets/43185122/2/?bust=1541183892', 'http://photos.petfinder.com/photos/pets/43185122/3/?bust=1544239080', 'http://photos.petfinder.com/photos/pets/43185122/4/?bust=1544239082']",Samantha,43185122,F,M,A
1089,Adult,"Pit Bull Terrier, Pharaoh Hound","Meet Lando!

Lando is a one-in-a-million dog. He is stunning and has the personality to back up the good looks! He unfortunately has not be treated as he deserves for most of his young life. He ended up as a stray and was brought to a city shelter where he stayed for way too long of a time. His time in that shelter led to bad habits and him having a difficult time connecting with new people.

Since arriving at Adopt-A-Dog, we have seen a nice change in Lando's personality and sociability with new people. He now is always ready to give a kiss and get a hug! 

For more information visit our website at adoptadog.org or to submit an application please click here: goo.gl/VEjhLX","['http://photos.petfinder.com/photos/pets/34156685/1/?bust=1464867286', 'http://photos.petfinder.com/photos/pets/34156685/2/?bust=1459172902', 'http://photos.petfinder.com/photos/pets/34156685/3/?bust=1459172903']",Lando,34156685,M,L,A
1090,Adult,Chihuahua,"Reena is a 5-6 year old chi mix surrendered when her owner was injured and couldn't care for her.  She's very nervous and defensive at first with strangers and, like many chis, can get protective of those she loves but is sweet and loyal once she bonds and gets along with other dogs.  She is looking for a calmer adult home without too many people coming and going where she will feel safe. Email njwoof@cs.com if you are interested.

We do not have a shelter- all our pets are in foster homes and can be seen by appointment only during the week, or at our weekly pet adoptions every Sunday at the Animal Clinic of Morris Plains from 12:30 to 3PM at 3009 Route 10 East next to 5 Star Car Wash (formerly Boulder Car Wash) in Morris Plains (Denville on GPS).  To help us better match a pet to your household, we request you fill out an application on our homepage www.secondchance.petfinder.com and copy and paste it into an email, or print it and bring it to our adoption day when you come.   Local inquiries only please- we do not do long distance adoptions.
Can't adopt but still want to help this dog?  Click on the ""Sponsor Me"" button at the top of this page to donate toward his/her care!  All donations are tax-deductible and go directly toward the care of our rescue dogs.  Thank you for your support!",['http://photos.petfinder.com/photos/pets/39510357/1/?bust=1506615343'],Reena,39510357,F,S,A
1091,Senior,Beagle,"www.TheLastResortRescue.com PLEASE NOTE: IF YOU ARE INTERESTED IN ADOPTING THIS PET THE FIRST STEP IS TO FILL OUT OUR ADOPTION APPLICATION AVAILABLE AT THELASTRESORTRESCUE.COM. If you have a question or inquiry please email us at tlrapplications@gmail.com
Oh Miss Bea... if only you could tell us your story...

Miss Bea comes to us from a rural VA shelter where she was found roaming with Barney (we believe Barney is her son). Her teeth show signs of wear from chewing on wire, or rocks, or who knows what which makes guessing her age difficult. We will just say that she is no spring chicken. Miss Bea loves to ""beagle"" in her fosters back yard and thinks tracking is a blast. She's still got some get up and go, at least enough to follow that beagle nose so we would love for her to go to a home with a fenced yard. Besides that Bea is just looking for a place to rest her head. She has had multiple liters and her body shows it. She is a good girl, good with other dogs, fine with cats, great with people. She like Barney is figuring out what a ""home"" is all about. Miss Bea deserves a nice place to rest her head.Adoption Application http://www.thelastresortrescue.com/adopt","['http://photos.petfinder.com/photos/pets/42936534/1/?bust=1543296985', 'http://photos.petfinder.com/photos/pets/42936534/2/?bust=1543296996', 'http://photos.petfinder.com/photos/pets/42936534/3/?bust=1543297006']",Miss Bea,42936534,F,M,A
1092,Adult,"Labrador Retriever, Collie","You can fill out an adoption application online on our official website.Sweet Jerry is a 2 year old Lab/Collie mix who comes into rescue from Texas. This poor boy was hit by a car and left on the side of the road severely injured. He laid in the bushes fighting for his life, crying out in pain until he was finally spotted. As soon as we heard about Jerry we stepped in immediately to help. He is with our vet partner getting all the life saving medical care he needs. X-rays were taken and Jerry has sustained a punctured lung and a broken ulna which is by his elbow requiring expensive orthopedic surgery to repair. We have made him comfortable and will do everything we can to repair the damage that this innocent boy has suffered at the hands of humans. He is a brave warrior with a fierce will to live and the ER Staff says he continues to wag his tail each time he sees them. We canât wait to get this handsome guy all fixed up and see him living the good life with the loving forever family that he is so deserving of...could that be you?! Jerry will be neutered and up to date on vaccines prior to placement in his forever home. If you would like to be the lucky one that gets to give this very special boy his happy ever after, please fill out an application for Jerry here: http://www.rescuedogsrocknyc.org

","['http://photos.petfinder.com/photos/pets/41673046/1/?bust=1529694832', 'http://photos.petfinder.com/photos/pets/41673046/2/?bust=1529694859', 'http://photos.petfinder.com/photos/pets/41673046/3/?bust=1529694867']",Jerry,41673046,M,L,A
1093,Adult,English Bulldog,"You can fill out an adoption application online on our official website.
Vegas is a sweet, 8 yrs. old, spayed, vaccinated, female English Bulldog. She prefers to be your only pet and is best in an adult home or one with teenagers. She is very protective of her house and family.
rescueridge.com
text 732 546 8805 to meet her.
Please adopt Lester and Vegas together. They are mother and son. â",['http://photos.petfinder.com/photos/pets/42209015/1/?bust=1531956171'],Vegas,42209015,F,M,A
1094,Young,Terrier,"ADOPTION FEE:$300

Bridgette was found as a stray by local animal control. She appears to be very young, one or two years old, and very friendly.  She needs to be spayed and as soon as that is done, she will be ready to go t her forever home.


THIS IS THE LINK TO THE APPLICATION WORD DOCUMENT OR PDF THAT CAN BE EMAILED TO RAWHIDERESCUE@HOTMAIL.COM:
 http://members.petfinder.com/~NJ235/Forms/RawhideDogApplication.doc
 http://rawhiderescue.com/RawhideDogApplication.pdf

OUR HOME PAGE:
 http://www.rawhiderescue.org","['http://photos.petfinder.com/photos/pets/43459565/1/?bust=1544105183', 'http://photos.petfinder.com/photos/pets/43459565/2/?bust=1544105183']",Bridgette,43459565,F,S,A
1095,Adult,Labrador Retriever,"***To fill out an adoption application for this dog, please go to the following website: http://www.petsalive.com/adoptadog.html . We'll review your application and get back to you as soon as possible! ***

Please be patient with us as we take every application seriously and will review yours to make sure you are a good match with the dog you are choosing (although we usually will reply within 24-48 hours!) Please read our adoption page for more information in regards to this. 

***If you have a YAHOO email address*** please check your spam folder if you have not received a response after a few days, as we usually respond to EVERY application within 24 hours and Yahoo sometimes blocks our responses!","['http://photos.petfinder.com/photos/pets/43327252/1/?bust=1542567906', 'http://photos.petfinder.com/photos/pets/43327252/2/?bust=1542732835', 'http://photos.petfinder.com/photos/pets/43327252/3/?bust=1542732844']",Fudge,43327252,M,L,A
1096,Senior,"Collie, Shepherd","Hi! I'm Dirks! I think I am a shepherd/collie mix and about 9 or 10 years olds. I have a few health issues (a skin infection, an ear infection, a fatty tumor, and arthritis) that are currently being treated by my favorite vet and am ready to start looking for my forever family!

I get along wonderfully with other dogs, and cats are okay too! My foster mom is making sure I have lots of experiences, and so far, the only thing I don't have a lot of interest in are small children. They are just too busy for an old man like me!

Again, I do not think my perfect house comes with small children. I would prefer a quieter home where I can curl up on the sofa and take long naps!

If you think I am your perfect dog, please fill out an application at grrde.org! Be sure to list my name, Dirks, so they know which old boy you want!!!

",['http://photos.petfinder.com/photos/pets/43113716/1/?bust=1540515661'],Dierks,43113716,M,L,A
1097,Baby,Pit Bull Terrier,"Max is looking for the Best forever home a dog could find :
Max is a Whippet / Pittie mix ,He is Great with dogs and cats he is fully vaccinated and he is fixed. 
Max weighs 32 lbs he is 2 yo and is just the Greatest dog that loves life and going on adventures .Max just wants to be part of the family and make as many animal friends as he can . This is Max's Time to find his very own family who will love him forever and give him the greatest home .

Max found himself adopted as a cute little puppy then dumped at Brooklyn acc when his family didnt have time for him anymore .That was so hard on Max he didnt understand the change and why he lost everything he loved .
We have made max happy again and enjoying life the CT Team and his Rescue group Heavenly Angels Animal Rescue picked up the pieces to his Broken Heart and showed him life is good and it will be ok .

Max is taking private training class with Coaching 4 Paws and  He is doing so great in Training he loves to work in Class and just beat every task his coaches throw his way . Max is a super Smart Dog that loves to please his leader  and Max loves challenges and learning new things 
We are looking for a very specific family to Adopt Max  

Max would love to find a home with a nice yard and another happy playful dog (Max loves his doggie friends and he loves to play )

Max is great in a house and he is potty trained he is also crate trained but he is so good in a house a crate is not needed . 

Max loves car rides and walks and trails he has great energy and would love an active owner who likes to go out exploring or just nice walks 

Max has some great Training and he would love someone to adopt him that would keep this up and jump into training to keep his brain active and focused he is getting so good on a treadmill its unbelievable just how fast he picks things up and he loves doing training and just working

Max would do best with a  leader ( he loves to follow his leader and take direction) an adult owner someone who just loves there dogs and wants there dogs to live life with them 
Max would prefer a home with adults only 

Max is something real special ask anyone that knows Max how amazing this dog is and he needs that owner that is just as special 

Max here with us is labeled a helper dog because he has such a gift for helping other dogs its amazing to watch him as new rescues come in and he just makes them feel ok Max is the reason 6 other dogs have found amazing homes in the past 7 months ( Thank you Max )  When will it be his turn  toorver  find his own family that will love him for life 

Please help us Share Max for an amazing forever home he is the best dog ever and would love some networking help so we can find him a family he deserves 

for more information on max call (347 )722 -5939 or email haar13@aol.com
Application:
http://fs30.formsite.com/HAAâ¦/AdoptionApplication/index.html
Foster or adopt save a life
#HAAR #adoptdontshop","['http://photos.petfinder.com/photos/pets/35633129/1/?bust=1525286305', 'http://photos.petfinder.com/photos/pets/35633129/2/?bust=1525286306', 'http://photos.petfinder.com/photos/pets/35633129/3/?bust=1525286306', 'http://photos.petfinder.com/photos/pets/35633129/4/?bust=1525286307', 'http://photos.petfinder.com/photos/pets/35633129/5/?bust=1528058821', 'http://photos.petfinder.com/photos/pets/35633129/6/?bust=1528058822']",Maxwell,35633129,M,L,A
1098,Adult,Chihuahua,"Chile is a gorgeous Chihuahua with a nice personality. She is about 9 years old, weighs about 6-8 pounds, and has a beautiful soft coat. She has a very lovable personality and just wants to be with you. She loves getting affection. She has a very nice temperament and does not require a lot of exercise. She has previously lived with dogs. Chile is already spayed and is up to date on her vaccinations. Chile has much more to give and is looking forward to finding her new home.  Thank you.",['http://photos.petfinder.com/photos/pets/39801021/1/?bust=1509549204'],Chile,39801021,F,S,A
1099,Senior,Chihuahua,"Michaâs a 12yo 8lb chihuahua looking for her people to give and get love from. Sheâs dog and kid friendly! Sheâs housebroken, enjoys a fenced in yard along with taking walks. She affectionate and likes spending cuddle time with her people. Sheâs low maintenance, a total ham and loves to be pet. She came to Tiny Paws when her mommy had to go into a nursing home.

Michaâs spayed, vaccinated, HW negative and Microchipped. Apply at www.tprescue.org Currently Fostered in Mount Laurel, NJ","['http://photos.petfinder.com/photos/pets/42972653/1/?bust=1539112803', 'http://photos.petfinder.com/photos/pets/42972653/2/?bust=1539112807', 'http://photos.petfinder.com/photos/pets/42972653/3/?bust=1539112814', 'http://photos.petfinder.com/photos/pets/42972653/4/?bust=1539112821', 'http://photos.petfinder.com/photos/pets/42972653/5/?bust=1539112826', 'http://photos.petfinder.com/photos/pets/42972653/6/?bust=1539112831']",Micha,42972653,F,S,A
1100,Young,Mixed Breed,"You can fill out an adoption application online on our official website.

If you would like to take me home please complete a Pet Adoption Application

Tan straytan stray
",['http://photos.petfinder.com/photos/pets/42171764/1/?bust=1536106038'],Tanner,42171764,M,M,A
1101,Young,Shepherd,"Bruno is part of a litter that was born to a rescued mom in Thailand last September 2017.  He is a very loving boy and loves to share the bed with his caretakers.  He's very friendly, active, and affectionate. 

We are planning on bringing Bruno to NYC from Thailand in December 2018.  As we do not have a shelter, we rely upon foster homes to help us to save these little lives.  If anyone is interested in fostering Bruno upon his arrival, we'd really appreciate the help, and if you'd like to adopt him, please do contact us at FurRealNYC@gmail.com and we'd be happy to send you an application.","['http://photos.petfinder.com/photos/pets/43336584/1/?bust=1542660849', 'http://photos.petfinder.com/photos/pets/43336584/2/?bust=1542660854', 'http://photos.petfinder.com/photos/pets/43336584/3/?bust=1542660858']",Bruno,43336584,M,M,A
1102,Adult,American Staffordshire Terrier,"Success...that is what Nala means and we desperately hope that Nala will finally have success in finding a family that won't consider her an inconvenience once a baby is welcomed into the household . Nala is about 3 years and a healthy 50 lbs. When she first came to SCR, she was underweight - skin & bones - but with a little bit of from her foster family and she's blossoming . She walks great on a leash, is crate-trained, housebroken and would do best in a home with a fur-brother. She is great with kids but can be a bit rambunctious. When meeting other dogs, she would do best with slow intros but once she's warmed up, she's an absolute doll. She's as sweet as a triple chocolate cake. She is friendly but a resounding NO when it comes to cats ....sorry, she's not into felines. The perfect home for her would have a fur-brother and an active pet-family â. After all, Miss Nala is only 3 years old and has energy to burn. If this sounds like your home....are you ready to help me get my success story? To adopt Nala, please fill out an application at www.nycsecondchancerescue.org/","['http://photos.petfinder.com/photos/pets/41359735/1/?bust=1545216902', 'http://photos.petfinder.com/photos/pets/41359735/2/?bust=1545217038', 'http://photos.petfinder.com/photos/pets/41359735/3/?bust=1545217109']",Nala (Flushing),41359735,M,M,A
1103,Baby,Dachshund,"Meet the cutest little puppies ever! Noel, Bell, and Joy are tiny and adorable 2-month-old Dachshund mixes. They each weigh about 3 pounds and will be small dogs when fully grown. They came from a high-kill shelter in Kings Tree, South Carolina. The big world can be a little frightening at first for these tiny pups, but they quickly warm up and are ready to take on the world one paw at a time. These pups are all very energetic and love to play. Their motto is ""eat, sleep, cuddle, repeat!"" They are working hard on their crate training, leash walking, and housebreaking skills. Will you be the lucky one to take one of these pups home?

They are all spayed, up-to-date on vaccinations, and microchipped. 

Home for Good Dog Rescue (HFGDR) is a 100 percent foster-based rescue located in Summit with offices in Berkeley Heights, NJ. All of our dogs live in loving local foster homes until they find forever families of their own. Our fosters begin basic training, housebreaking, and leash walking skills to help pair you with the perfect pup for life! 

In order to apply for adoption and set up an individual meet and greet with one of our dogs, please visit us at www.HomeforGoodDogs.org. 

Find us on Facebook at www.facebook.com/HomeForGoodDogRescue.","['http://photos.petfinder.com/photos/pets/43429385/1/?bust=1543689485', 'http://photos.petfinder.com/photos/pets/43429385/2/?bust=1543689486', 'http://photos.petfinder.com/photos/pets/43429385/3/?bust=1543689489', 'http://photos.petfinder.com/photos/pets/43429385/4/?bust=1543689499']",Joy,43429385,F,S,A
1104,Adult,Miniature Pinscher,"Our little spicy Pepper is looking for a family to give her lots of love and good care while teaching her to be more comfortable with handling. She is curious about everything especially when she is with you: walking on a leash, running in a yard or the park, or concentrating on getting treats for the tricks you teach her. Her sunny funny personality shines full blast when sheâs got your attention and isnât that just what you want in a forever friend? Pepper is a lovely little lady who will brighten your day as soon as you open your heart to he





This animal is available for adoption at the Pennsylvania SPCA located at 350 E. Erie Avenue, Philadelphia, PA 19134.  Adoption Center hours are 1PM-8PM Monday through Friday and 10AM-5PM Saturday & Sunday. For more information, please contact us using the information below:

website: www.pspca.org
phone: 215.426.6300 ext. 234, 251, 244
email: adoptions@pspca.org

(Because we receive a very high call volume, you may experience a long hold time.  The best way to contact us is through email or by coming into the shelter.  We apologize for the inconvenience)","['http://photos.petfinder.com/photos/pets/43092821/1/?bust=1540316457', 'http://photos.petfinder.com/photos/pets/43092821/2/?bust=1540316459', 'http://photos.petfinder.com/photos/pets/43092821/3/?bust=1540316461']",Pepper,43092821,F,S,A
1105,Adult,Beagle,"You can fill out an adoption application online on our official website.Candy is 5 years old and 25 pounds, and was suffering horribly with mange when we found her in Alabama. She spent some time with our veterinary partners receiving treatment and she is now doing great! She is the most adorable Beagle mix and has been doing wonderful in her foster home, but canât wait to find a home to call her very own. She is still working on growing her hair back and She will be up to date on shots and spayed prior to placement in her forever home. She is very sweet, gentle, and grateful for even the smallest gesture of kindness. Candy is very friendly with people and other dogs but needs to find a home without cats. She is a calm and loving girl And one lucky family is going to hit the jackpot with this sweetheart! If you would like to adopt Candy, please put your application in here: http://www.rescuedogsrocknyc.org/general-application","['http://photos.petfinder.com/photos/pets/39393698/1/?bust=1544304095', 'http://photos.petfinder.com/photos/pets/39393698/2/?bust=1544304105', 'http://photos.petfinder.com/photos/pets/39393698/3/?bust=1544304113']",Candy,39393698,F,M,A
1106,Senior,Rottweiler,"Hi my name is Duke and I am the pet of the week. I was recently surrendered to a local animal shelter when my owner passed away. I was scared in the shelter and luckily PLDP stopped by and scooped me up. A little about myself. I am a nine year old distinguished guy. Adorably distinguished of course! I am house-trained. I am currently living with a twelve year old boy, and two others dogs. I am not sure how I feel about cats yet but I can be tested with them if needed. I have a lot of energy and keep up with the three year old dog where I live now.  My vision and hearing is not the best these days so I do better with bigger dogs and especially like the ladies.  I have a habit of whining sometimes when a car goes by because I cannot always see it or hear it, but I feel the vibration and it makes me bark sometimes.  But other than that, I am a real catch!  I really like to be with my person, and would do better in a home where I am not alone a lot. I love to be pet, cuddle and I am also quite fond of giving kisses. I enjoy romping around outside, and taking walks and snuggling with my owner at night.   I am neutered, micro-chipped, up-to-date on vaccines and heartworm negative. Sound like I could be the perfect guy for you? Please stop by PLDPâs site www.pldpaws.org, email pldpaws@gmail.com or call (484)323-1134.

This dog is available for adoption through Peace, Love & Doggie Paws Rescue.  If you are interested in meeting this dog, or if you have any questions, please contact us at pldpaws@gmail.com.  You can also receive further information on our website www.pldpaws.org.","['http://photos.petfinder.com/photos/pets/37719928/1/?bust=1493925374', 'http://photos.petfinder.com/photos/pets/37719928/2/?bust=1493925375', 'http://photos.petfinder.com/photos/pets/37719928/3/?bust=1493925375']",Duke,37719928,M,L,A
1107,Adult,Pit Bull Terrier,,"['http://photos.petfinder.com/photos/pets/43189493/1/?bust=1545155614', 'http://photos.petfinder.com/photos/pets/43189493/2/?bust=1545155623']",Summer,43189493,F,M,A
