,age,breeds,description,media,name,pet_id,sex,size,status
1871,Senior,Pit Bull Terrier,"Under wiggle-butt in the dictionary you will see a picture of this cutie ?
As an owner surrender we were SHOCKED to hear she is almost 10 years old! But please donât tell her that because we think she doesnât know! Gracie has the personality and energy of a much younger dog.  Adopt Gracie! www.halfwayhounds.org",http://photos.petfinder.com/photos/pets/43003169/1/?bust=1539392122,Gracie,43003169,F,M,A
1872,Adult,"Staffordshire Bull Terrier, Pit Bull Terrier","Introducing Samantha! She came into a local shelter with her companion- Miranda.  Samantha is approximately 5-6 years young and is extremely affectionate. She loves dogs big and small, has been cat tested and has no interest- is very easy going about food, toys, and LOVE people! Fill out an application to meet this girl today.",http://photos.petfinder.com/photos/pets/43185122/1/?bust=1541183889 http://photos.petfinder.com/photos/pets/43185122/2/?bust=1541183892 http://photos.petfinder.com/photos/pets/43185122/3/?bust=1544239080 http://photos.petfinder.com/photos/pets/43185122/4/?bust=1544239082 http://photos.petfinder.com/photos/pets/43185122/5/?bust=1544239083 http://photos.petfinder.com/photos/pets/43185122/6/?bust=1545611033,Samantha,43185122,F,M,A
1873,Young,American Staffordshire Terrier,"Chaos is a sweet American Bull dog , who has spent the last 3 years outside tethered in the yard. He is lonely, cries all the time and is desperate for attention. No one, except the neighbor pays attention to poor Chaos. Itâs time that we find him a better situation. 
The owners have NO time for him and will surrender him
He will be neutered and is now up to date on shots. 
He will need someone willing to help him to make an adjustment to life as a family member. 
Iâm not sure how he is with dogs. We can test ... 
He hasnât been with cats  We can test

We have a behaviorist donating her time to help this guy transition to a whole new life. She will provide free training for Chaos.


Contact Beth at 484-510-6131 for more details.

",http://photos.petfinder.com/photos/pets/41782121/1/?bust=1527886117 http://photos.petfinder.com/photos/pets/41782121/2/?bust=1527886125,Chaos,41782121,M,M,A
1874,Adult,American Staffordshire Terrier,"Ande is beautiful little low-rider pitbull mix, who about 3 years old. She was rescued from an overcrowded inner city pound, where she became at risk, due to space. She is currently in an amazing foster home and is doing so well. She is learning her basic commands and is housebroken. She is completely crate trained, going in and out on her own. Ande is a sweet and loving girl, who would do best in a home without small children or other animals.

?

?",http://photos.petfinder.com/photos/pets/40708346/1/?bust=1533936560 http://photos.petfinder.com/photos/pets/40708346/2/?bust=1516326554 http://photos.petfinder.com/photos/pets/40708346/3/?bust=1533936560 http://photos.petfinder.com/photos/pets/40708346/4/?bust=1533936562 http://photos.petfinder.com/photos/pets/40708346/5/?bust=1533936563 http://photos.petfinder.com/photos/pets/40708346/6/?bust=1533936563,Ande,40708346,F,M,A
1875,Young,Pit Bull Terrier,"We saved Rosie after being alerted that he was living in a vehicle with another dog named Rockie. Rose is a beautiful, petite, sweet Pitbull, estimated at 1.5 years old. She is currently in foster with a trainer where she is working on building confidence and socializing to reduce anxiety in new situations. Rosie gets along well with dogs, always wanting to play and socialize. She is crate and house trained and would make a great addition to a young and active family.

",http://photos.petfinder.com/photos/pets/41683713/1/?bust=1526868641 http://photos.petfinder.com/photos/pets/41683713/2/?bust=1527161425 http://photos.petfinder.com/photos/pets/41683713/3/?bust=1527161425 http://photos.petfinder.com/photos/pets/41683713/4/?bust=1527161426 http://photos.petfinder.com/photos/pets/41683713/5/?bust=1527161426 http://photos.petfinder.com/photos/pets/41683713/6/?bust=1527161427,Rosie,41683713,F,M,A
1876,Young,Pit Bull Terrier,"Our sweet Bella. Our first dog we rescued from a life on the streets in Newark. She is the sweetest dog you will ever meet! She does become overstimulated and can become a little nippy as she needs to learn trust and boundaries. She will need a patient and committed adopter to work with her correctable issues. She has shown no aggression, we just feel she never learned the proper way to play and needs a firm handler to show her the appropriate way. She needs that guidance and confidence to become the dog she is meant to be! She did live with a 3 yr old in foster however, we prefer a home with children 12 and up. She gets along with male dogs so a meet would be required. She deserves a second chance-we hope that can be you!",http://photos.petfinder.com/photos/pets/43101168/1/?bust=1540392806 http://photos.petfinder.com/photos/pets/43101168/2/?bust=1540392816 http://photos.petfinder.com/photos/pets/43101168/3/?bust=1540392824,Bella,43101168,F,M,A
1877,Young,Pit Bull Terrier,"Our handsome boy Livingston! Rescued from a shelter in NJ when his time was up, he is now in a wonderful training program learning his manners. He was a bit unruly on the lead and doesn't understand his boundaries but that is all becoming  his past as he is learning quickly how to be a well mannered dog. He is estimated to be about 2, UTD with shots and neutered. We recommend a house with children 10 and up because of his size and energy level. Livingston will need an experienced bully breed adopter to continue with his training and be able to give him the outlet for his energy needed. An active household would probably be best,  He is a great, loving dog with amazing potential that deserves the best life ever!",http://photos.petfinder.com/photos/pets/43101137/1/?bust=1540392255 http://photos.petfinder.com/photos/pets/43101137/2/?bust=1540392267,Livingston,43101137,M,L,A
1878,Young,Pit Bull Terrier,"Daniella came to us after a plea from a school teacher who said one of her students was forced to leave her tied to a tree because he wasn't allowed to come back home with her. She is said to be 2 yrs old and they had her since a puppy. She is house trained, UTD with shots and will be spayed before being adopted. She is extremely sweet and loving and bonds with her handler quickly. She seems non reactive to larger dogs so a meet will be required. Daniella will make a great addition to any family!",http://photos.petfinder.com/photos/pets/43101062/1/?bust=1540390936 http://photos.petfinder.com/photos/pets/43101062/2/?bust=1540390954 http://photos.petfinder.com/photos/pets/43101062/3/?bust=1540390962,Daniella,43101062,F,M,A
1879,Young,Pit Bull Terrier,"We pulled this perfect princess from Liberty Humane Society. Unfortunately, Kenzie was not doing well in the shelter environment and because of that was at risk of being euthanized. We had an AMAZING short-term foster family step up and because of them her life was spared. Kenzie is doing great with her crate training, UTD on her vaccinations and spayed. The vet estimates her age at around 1.5 years old.  She would do best in a home with older children because of her energy level and a home with no other pets.

",http://photos.petfinder.com/photos/pets/42439212/1/?bust=1533939163 http://photos.petfinder.com/photos/pets/42439212/2/?bust=1533939166 http://photos.petfinder.com/photos/pets/42439212/3/?bust=1533939170 http://photos.petfinder.com/photos/pets/42439212/4/?bust=1533939174,Kenzie,42439212,F,M,A
1880,Adult,"Pit Bull Terrier, Mixed Breed","Affectionate, loyal & very sweet! Loves to be around kids & adults. She likes to be the queen of her castle & yours only so no other pets recommended. She almost 3 & has medium energy & enjoys daily walks. She's a happy go lucky girl & would make a great family addition!",http://photos.petfinder.com/photos/pets/40675010/1/?bust=1516026542 http://photos.petfinder.com/photos/pets/40675010/2/?bust=1516243439 http://photos.petfinder.com/photos/pets/40675010/3/?bust=1516243439 http://photos.petfinder.com/photos/pets/40675010/4/?bust=1516243440 http://photos.petfinder.com/photos/pets/40675010/5/?bust=1534122679,Kayla,40675010,F,M,A
1881,Baby,Pit Bull Terrier,"Little Coco is about a year old and she is an absolute stunner. She is extremely people focused and bonds quickly with her handler. Â She does great with all people and children and is dog friendly. She is thriving in her foster home & would be an amazing addition to any family that can continue with her ""puppy"" manners.",http://photos.petfinder.com/photos/pets/41017718/1/?bust=1519324829 http://photos.petfinder.com/photos/pets/41017718/2/?bust=1519324839 http://photos.petfinder.com/photos/pets/41017718/3/?bust=1519324848 http://photos.petfinder.com/photos/pets/41017718/4/?bust=1541184413,Coco,41017718,F,M,A
1882,Young,Pit Bull Terrier,"Meet Rambo! This handsome fella is about 2 years old, great with kids 12+ and has lived with dogs in the past (a meet is required if you're interested and have a dog). Rambo is currently at our board and train facility continuing his learning and brushing up on manners but doing incredibly well and looking for his furever home! He was found as a stray in Newark and luckily a good Samaritan took him in, but with 2 dogs of their own it just became too much. They reached out to us and we were more than happy to help! Just look at that sweet face! He is a good boy and would do best in a home with an experienced owner, who can keep up with the training and structure that he needs.

",http://photos.petfinder.com/photos/pets/42137037/1/?bust=1533869542 http://photos.petfinder.com/photos/pets/42137037/2/?bust=1533869542 http://photos.petfinder.com/photos/pets/42137037/3/?bust=1533934336,Rambo,42137037,M,M,A
1883,Young,Pit Bull Terrier,"Ande is a beautiful little low rider pitbull mix, who about 3 years old. She was rescued from an overcrowded inner city pound, where she became at risk, due to space. She is currently in an amazing foster home and is doing so well. She has learned basic commands and is housebroken. She is completely crate trained, loves to play ball, run out in the yard and enjoys her walks. She bonds quickly and loves to be with her person.  Ande is a sweet and loving girl, who would do best in a home with children 12 or older and no other animals as she loves to be the center of attention!

",http://photos.petfinder.com/photos/pets/43384321/1/?bust=1543237383 http://photos.petfinder.com/photos/pets/43384321/2/?bust=1543237398,Ande,43384321,F,M,A
1884,Young,Pit Bull Terrier,"
Isabel found herself in an over crowded inner city shelter and her time was upÂ due to space. We couldn't let that happen! She is a sweet, wiggly, happy little low rider who craves affection and love. She is currently in a foster home with two fursiblings and a bird. She is calm in the house and enjoys her walks and playtime outside. She is about 40lbs, UTD shots and spayed and estimated to be around 2yrs old. She will make a great addition to any family!

?

?",http://photos.petfinder.com/photos/pets/43418077/1/?bust=1543550078 http://photos.petfinder.com/photos/pets/43418077/2/?bust=1543550089 http://photos.petfinder.com/photos/pets/43418077/3/?bust=1543550100 http://photos.petfinder.com/photos/pets/43418077/4/?bust=1543550109,Isabel,43418077,F,M,A
1885,Young,Boxer,"
Emmet was saved hours from euthanasia from a city shelter due to lack of space. His advocates worked so hard for him and now we know why! You cannot help but fall in love with him instantly! He is a sweet, loving dog who is super affectionate and appreciative of his humans. He is dog friendly, happy go lucky boy who loves to play outside but is calm and relaxed inside. He would be a perfect addition to any family! He is around 2yrs old, UTD with shots and neutered. Scoop up Emmet today!

?

?

?",http://photos.petfinder.com/photos/pets/43499697/1/?bust=1544371662 http://photos.petfinder.com/photos/pets/43499697/2/?bust=1544371673 http://photos.petfinder.com/photos/pets/43499697/3/?bust=1544371683,Emmet,43499697,M,M,A
1886,Adult,Pit Bull Terrier,"April came into our rescue when we received a call that an owner was moving and couldn't take his dog with him. When we got to the house to meet her, we learned she was being kept in a cold, dark basement without daily interaction or socialization from the family. We are unsure how long she was there but by the lack of socialization, manners and behavior it was longer than any dog deserves. AprilÂ is 5 years young, full of energy and is ready to start the new chapter in her life. She needs to be the only dog (for now) as she needs your undivided attention, guidance and structure so she can learn how to be a family pet she once was. She is thriving in her foster home and would love a furever home!",http://photos.petfinder.com/photos/pets/41387881/1/?bust=1523548360 http://photos.petfinder.com/photos/pets/41387881/2/?bust=1523548369 http://photos.petfinder.com/photos/pets/41387881/3/?bust=1525280027 http://photos.petfinder.com/photos/pets/41387881/4/?bust=1533872215 http://photos.petfinder.com/photos/pets/41387881/5/?bust=1533870391,April,41387881,F,M,A
1887,Adult,"Labrador Retriever, Pit Bull Terrier","Dutch is a 3 year old who was surrendered to us when his owner could no longer care for him. He's very sweet, gentle, crate trained and housebroken.. He is currently in foster and doing great! He needs to brush up on his leash manners but otherwise is a good boy in search of his furever home. He lives with children and is completely gentle and loving towards them. Dutch does well with other dogs in public settings, butÂ  should be an only dog in the home.",http://photos.petfinder.com/photos/pets/40636079/1/?bust=1533935598 http://photos.petfinder.com/photos/pets/40636079/2/?bust=1533935599 http://photos.petfinder.com/photos/pets/40636079/3/?bust=1533935600 http://photos.petfinder.com/photos/pets/40636079/4/?bust=1533935600,Dutch,40636079,M,L,A
1888,Adult,Dachshund,Sasha is an 8 yr old spayed female Daschund in need of a special home. She was dumped at the Manhattan ACC and has been fully vetted. Contact catassistanceny@gmail.com,http://photos.petfinder.com/photos/pets/43527660/1/?bust=1544667381 http://photos.petfinder.com/photos/pets/43527660/2/?bust=1544667383 http://photos.petfinder.com/photos/pets/43527660/3/?bust=1544667384,Sasha,43527660,F,S,A
1889,Adult,Pit Bull Terrier,"Beautiful Lila would love a home for the holidays. She is an athletic gorgeously built girl, but not in the least bit hyper -very well behaved and loves the company of other dogs. She would probably be best suited with a dog her size because she does like to play a lot!! Always wiggling and wagging her tail, she is happy to meet new people. A nice thing about her is that she doesnât have any separation anxiety- and is crate trained but Nondestructive so could be left alone in the home no problem- she is in great shape - solid and 65 pounds 2 years young . 

Fenced yard would be great - 
Prefer kids 12 and up due to her strength 

She has the most beautiful dark gray coat and has been very well cared for. If you are interested in meeting Lila please fill out an application form at pitstopny.org

In Stamford in CT in foster home",http://photos.petfinder.com/photos/pets/43500664/1/?bust=1544395840 http://photos.petfinder.com/photos/pets/43500664/2/?bust=1544395851 http://photos.petfinder.com/photos/pets/43500664/3/?bust=1544395860 http://photos.petfinder.com/photos/pets/43500664/4/?bust=1544738306 http://photos.petfinder.com/photos/pets/43500664/5/?bust=1544738307 http://photos.petfinder.com/photos/pets/43500664/6/?bust=1544738307,Lila,43500664,F,L,A
1890,Young,"Labrador Retriever, German Shepherd Dog","Meet Cooper! Cooper is a stunning one year old shepherd mix. He came to us from as an owner surrender and has been living with a trainer for the last 2 weeks. Cooper wasnât the biggest fan of city life and prefers a more suburban lifestyle.  He is flourishing in his new surroundings becoming more confident every day. 

While living in the city he was stressed out and didnât handle it very well. He was becoming leery of strangers, but now that he has been working with a trainer he is more focused and confident- Now heâs living in Stamford with tons of room to run around. Heâs very dog friendly so heâs spending his days romping around with other dogs. 

Cooper would do best in a home with other dogs (we would not recommend a home with younger children) although he did live with teenagers -

We are looking for a new owner who understands the breed and has experience with Shepards - He is a very loyal dog who bonds quickly- He is very characteristic of a Shepard and will make a good watch dog- 

 He comes with A+ training and a trainer who will commit to working with you (lessons for free) when you adopt him. The trainer is in Stamford CT where Cooper is currently residing-

For videos and more information please contact tea66@optonline.net or apply at catassistacneny.org",http://photos.petfinder.com/photos/pets/43568753/1/?bust=1545093796,Cooper,43568753,M,L,A
1891,Adult,Pit Bull Terrier,"Crunchie is a super sweet, lowkey, calm dog. About 7 years -60 lbs-lean and tall- this boy is so deserving of a forever home, found in the streets of Bridgeport covered in fleas- he is a true RESCUE and will give you unconditional love and companionship-

he loves to cuddle and just sit on the couch and watch netflix with you. 

heâs a true gentleman and wonât try to eat your food if you sit on the couch with him while youâre eating. 

he takes treats super gently and is really good about taking his meds. **he requires eyedrops for dry eye heâs so good in the crate! and goes right in.


 heâd be fine with someone who has to leave for work all day but heâd also love to chill with his people. 

 he is good with a female dogs -preferably one more lowkey not too much energy or too annoying. not a huge fan of males

 could probably live in an apartment just fine but is happy with a yard to run around in too! Definitely not a dog park dog though. apply at catassistanceny.org
",http://photos.petfinder.com/photos/pets/43381524/1/?bust=1544481537 http://photos.petfinder.com/photos/pets/43381524/2/?bust=1543192789 http://photos.petfinder.com/photos/pets/43381524/3/?bust=1543192802 http://photos.petfinder.com/photos/pets/43381524/4/?bust=1543192817 http://photos.petfinder.com/photos/pets/43381524/5/?bust=1543192828 http://photos.petfinder.com/photos/pets/43381524/6/?bust=1544481538,Crunchie,43381524,M,L,A
1892,Adult,"Mastiff, Pit Bull Terrier","Lenny is a BIG sweet fun loving guy-He is 4 years young - He is 100 pounds but a gentle giant- Lenny is crazy about other dogs and could live very well with a well behaved male or female- We would prefer one close to his size because he does like to play but he is currently fostering with a 50 lb energetic pittie and doing great-

Lenny was pulled out of the NYC Animal Care and Control and has been nothing but an angel since we got him- 

 he is perfectly house broken and non destructive so he doesn't need one- He can be easily be left alone with a chew toy or bone, but prefers the company of his humans so any longer than 4 hours we would ask you have a dog walker.

Lenny is currently in Stamford CT please contact us to meet him at tea66@optonline.net 


apply at catassistanceny.org 
",http://photos.petfinder.com/photos/pets/43577081/1/?bust=1545175104 http://photos.petfinder.com/photos/pets/43577081/2/?bust=1545175119 http://photos.petfinder.com/photos/pets/43577081/3/?bust=1545175139 http://photos.petfinder.com/photos/pets/43577081/4/?bust=1545175157,Lenny,43577081,M,XL,A
1893,Baby,"American Staffordshire Terrier, English Bulldog","He is a 80 lb. special need pup, who is deaf but extremely intelligent. He has been professionally trained by our behaviorist on hand signals. Archie loves to hike and swim and is a high energy dog. He will require at least one good daily walk and an active household. He walks great on a leash and was trained on an invisible fence within minutes. Archie is not a fan of smaller animals and should be placed in a home with respectful children over 12 years old Experienced family required.

Donations always welcome & greatly appreciated.
https://www.paypal.me/FurBridge

AMAZON WISHLIST:
https://www.amazon.com/gp/registry/wishlist/2GFB7FSZPN798/ref=nav_wishlist_lists_2

Adoption Fees: $295

Transport $50 if required.",http://photos.petfinder.com/photos/pets/42779403/1/?bust=1546347539 http://photos.petfinder.com/photos/pets/42779403/2/?bust=1546296977 http://photos.petfinder.com/photos/pets/42779403/3/?bust=1546296980,Archie fka Tommy Boy,42779403,M,L,A
1894,Adult,"Staffordshire Bull Terrier, Boxer","This sweet boy Clyde was found roaming around in the woods in upstate NY. This handsome fellow has an awesome personality and loves being around people. He is great with selective dogs but proper introductions a must. Clyde loves playing with his toys and lots of excercise but is not fond of the little kitties or small dogs. We suggest children over 10 years old since he is still working on basic manners. 

All adoptions include, age appropriate vaccines, spay/neuter, lifetime registred microchip.. 

Adoption Fees: $295

Transport $50 if required.",http://photos.petfinder.com/photos/pets/40638060/1/?bust=1546347538 http://photos.petfinder.com/photos/pets/40638060/2/?bust=1546347543 http://photos.petfinder.com/photos/pets/40638060/3/?bust=1546347545,Clyde,40638060,M,L,A
1895,Adult,"Terrier, Dachshund","Hazel is a five year old sweet mixed breed only 22 lbs- Her mother was a pure breed red (DACHSHUND)  she is long and low to the ground like a Doxie but with a dark red brindle coat- 

She not only looks, but acts very much like a Doxie- she loves to burrow under the covers or pillows and is very snuggly and sweet with people- She is playful with other dogs and we are confident she would do well in a home with any size dog, and savvy  cats, She is very playful with balls and toys- loves to go for walks, great on the leash- good in car

this sweet little short girl is in need of a loving home -she is fostering in Greenwich Connecticut please contact our rescue for more information or videos
",http://photos.petfinder.com/photos/pets/43666490/1/?bust=1546303419 http://photos.petfinder.com/photos/pets/43666490/2/?bust=1546303431 http://photos.petfinder.com/photos/pets/43666490/3/?bust=1546303441 http://photos.petfinder.com/photos/pets/43666490/4/?bust=1546303459 http://photos.petfinder.com/photos/pets/43666490/5/?bust=1546303481 http://photos.petfinder.com/photos/pets/43666490/6/?bust=1546356969,Hazel,43666490,F,S,A
1896,Adult,Labrador Retriever,"Are you a fan of the 1950 movie by the same name? Then this loveable boy with the big brown eyes will soon become your constant companion. Our Harvey will make you laugh and at the same time show you the power of kindness. Heâs a gentle soul who is seeking a comfortable place by your side to enjoy life. A chocolate Lab/Retriever mix, Harvey is seven-years-young.   

Harvey will be a foster to adopt while we are treating his demodex, please call the shelter for more information. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/41168614/1/?bust=1520976928,Harvey,41168614,M,M,A
1897,Adult,German Shepherd Dog,"Our Yeti has yet to be noticed even though he is a handsome German Shepherd mix. His size may be big, but Yeti is a big mush at heart. Like his namesake, the Abominable Snowman, our handsome hunk is all white and always has a big grin on his face. He is super smart and already sits on command. Yeti just celebrated his third birthday and is looking forward to frolicking with you outdoors. He lives up to the phrase, âbigger is better.â  


You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/38607244/1/?bust=1498677181,Yeti,38607244,M,L,A
1898,Adult,Australian Shepherd,"Like his namesake, the fifth Roman emperor, our Nero is both sensitive and handsome. An Australian/Shepherd mix, Nero sports a thick brown & black coat and penetrating eyes that seem to understand just what you are thinking.  Nero will make a loyal and affectionate companion. He just celebrated his fifth birthday.  

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/41762673/1/?bust=1527707053 http://photos.petfinder.com/photos/pets/41762673/2/?bust=1527707081,Nero,41762673,M,M,A
1899,Adult,"Boxer, Pit Bull Terrier","Coco is not at the Shelter, please call us for more information, 973-386-0590.

Loving home NEEDED:  I have a 56lb 2 year old female spayed Pit Bull/Boxer/Bulldog mix dog named Coco that I need to re home. Coco is fully house trained, microchipped with lifetime membership, healthy and up to date on all her shots. We feel she would do well in a home without any other dogs and deserves to go to a loving home where she can get the love and individual undivided attention she deserves.  Coco loves to play with her favorite person and is very protective of her pack.  She loves wintertime naps in the sun but also loves to run and play in the snow.  Coco also loves the beach and will run right in the waves and  loves to dig in the sand she can be very playful but sleeps very well.  Coco needs a lot of strong chew toys and lots of attention and love ??. Coco also likes to sport her raincoat when itâs raining out!


You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/37298932/1/?bust=1487364212 http://photos.petfinder.com/photos/pets/37298932/2/?bust=1487364213 http://photos.petfinder.com/photos/pets/37298932/3/?bust=1529510072 http://photos.petfinder.com/photos/pets/37298932/4/?bust=1529510073 http://photos.petfinder.com/photos/pets/37298932/5/?bust=1529510073,Coco,37298932,F,M,A
1900,Adult,Hound,"Oh, those beautiful eyes; those GREAT BIG, beautiful brown eyes. Lucy is a stunning, tri-color Hound mix with long silky ears and a white blaze chest. Sheâs full of energy and ready to go on any adventure you choose.  Lucy will make a great family pet for outdoor enthusiasts. Lucyâs kaleidoscope eyes shine like diamonds expressing her longing to go home with you forever. She just celebrated her second birthday. 



You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/42353910/1/?bust=1533152232 http://photos.petfinder.com/photos/pets/42353910/2/?bust=1533152216,Lucy,42353910,F,M,A
1901,Senior,Anatolian Shepherd,"Like the gemstone, Amber is a natural beauty with fawn coloring and golden eyes. An Anatolian shepherd mix, this gentle giant weighs in at 95 lbs., which is actually small for this breed. At ten, Amber is a mellow gal who wants to hang out with you in her golden years and snuggle under the covers. She sits on command and will walk nicely by your side. This breed is calm, loyal and smart.  Donât let her big size fool you; sheâs a great big mush with an even bigger heart to give to her new family. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/38030752/1/?bust=1494370643 http://photos.petfinder.com/photos/pets/38030752/2/?bust=1495051040 http://photos.petfinder.com/photos/pets/38030752/3/?bust=1509211967,Amber,38030752,F,L,A
1902,Adult,Pit Bull Terrier,"Like big dogs? Then this two-year young terrier/American pit bull mix is your boy at 65 lbs. Heâs so handsome in his black coat with white booties. Brando says, âThese boots were made for walkin,â and thatâs just what theyâll doâ â¦ with you.â Super playful, Brando likes other dogs. He would do best with a person with experience with dogs who can help him become the amazing dog we know he is!",http://photos.petfinder.com/photos/pets/36637301/1/?bust=1478114861 http://photos.petfinder.com/photos/pets/36637301/2/?bust=1478114861 http://photos.petfinder.com/photos/pets/36637301/3/?bust=1525546207,Brando,36637301,M,L,A
1903,Adult,Hound,"A medium blond and tan hound mix, Lando is a bright boy with energy to spare. He wriggles with excitement when he meets you and is eager to play. A sweet-tempered breed, Lando will make a great pet. This past July he just turned three and is hoping to celebrate in his new home. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/37736055/1/?bust=1490816001 http://photos.petfinder.com/photos/pets/37736055/2/?bust=1516219809,Lando,37736055,M,M,A
1904,Adult,Labrador Retriever,"A large retriever/lab mix, Henry has a golden coat and eyes just like the cartoon character.  His wrinkled brow shows focus and intelligence; this young boy wants to please. A breed noted for good temperament, he will be a great addition to your family.  Henry says, âwhere are you; take me home and Iâll be FUR-ever grateful.â 



You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/37282944/1/?bust=1485469734 http://photos.petfinder.com/photos/pets/37282944/2/?bust=1485469735,Henry,37282944,M,M,A
1905,Adult,Labrador Retriever,"âO Romeo, Romeo, wherefore art thou Romeo?â If youâre pining for the love of your life, our Lab/retriever mix will make a great match. His kind, friendly eyes express character and intelligence. Romeo is a lover boy who just wants to make you happy. He celebrated his fourth birthday in May. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/40390402/1/?bust=1513800819 http://photos.petfinder.com/photos/pets/40390402/2/?bust=1513800826,Romeo,40390402,M,M,A
1906,Adult,Hound,"Like the flavorful liqueur, Bailey is a delicious treat and just as sweet. A hound mix, this little girl has beautiful chestnut coloring with white markings on her head, chest and petite feet. Bailey aims to please and will be happiest with a gentle, loving single person or very dog savvy couple. Sheâs a small size and seven-years-young.

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/39673212/1/?bust=1508351614,Bailey,39673212,F,S,A
1907,Adult,English Bulldog,"Like the NestlÃ© candy bar, our chunky boy is a sweet, delectable treat. Heâs just yummy. A brindle English Bulldog mix, Chunk is a plucky lad who is determined to win you over. In spite of his melancholy mug, heâs just a big, gooey marshmallow inside.  An amiable and easy-going fellow, Chunk will keep you amused with his snuffling, snorting and silly noises. Heâs a real couch potato and will spend most of the day snoring on the sofa.  He may look like a big bully, but this bow-wow-zer is truly endearing. Chunk just celebrated his second birthday. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43294802/1/?bust=1542223839,Chunk,43294802,M,M,A
1908,Adult,Collie,"Once you meet our Haley, you will soon say âOh what a pretty lassie.â A copper and white Smooth Collie/Hound mix, Haley has the softest fur and sports a Mickey Mouse-shaped marking on her back. Like the comet, Haley will streak through the yard to chase balls or frisbees. Sheâs an active and agile dog who will need regular exercise. Haley is very sociable and will want to please her owners.  She just celebrated her first birthday. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43583857/1/?bust=1545249308,Haley,43583857,F,L,A
1909,Adult,Shepherd,"Like a âWascally Wabbit,â our BIG boy can outrun Bugs Bunny. A black and tan Shepherd mix, Rascal is a rambunctious boy whoâs always up for a goofy, good time.  Heâs very smart with a mind of his own and will keep you on your toes. For a fun, athletic companion, Rascal is the boy to meet. He just celebrated his first birthday. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43583843/1/?bust=1545249090,Rascal,43583843,M,L,A
1910,Adult,Pit Bull Terrier,"Her name means âforgiveness,â and thatâs just what Kaiya will do to those who pass her by. An American Pittie/Terrier mix, Kaiya has a shiny, steel blue and white coat and big soulful eyes that say, âJust give me a chance for love.â Sheâs a sweetheart who takes treats gently and is aching for attention. Sheâs looking forward to stealing warm spots on the couch and spreading happiness throughout your home. If youâre a proponent of Pittie-Power, then be sure to meet our honey love, Kaiya.  She just celebrated her third birthday. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/40390394/1/?bust=1513800748,Kaiya,40390394,F,M,A
